"Notes"	"Occurrence State"	"Occurrence State Code"	"MMWR Year"	"MMWR Year Code"	"MMWR Week"	"MMWR Week Code"	Deaths	Population	Crude Rate
	"Illinois"	"17"	"2019"	"2019"	"2019 Week 52 ending December 28, 2019"	"2019/52"	40	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"2020 Week 01 ending January 04, 2020"	"2020/01"	41	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"2020 Week 02 ending January 11, 2020"	"2020/02"	38	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"2020 Week 03 ending January 18, 2020"	"2020/03"	47	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"2020 Week 04 ending January 25, 2020"	"2020/04"	40	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"2020 Week 05 ending February 01, 2020"	"2020/05"	28	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"2020 Week 06 ending February 08, 2020"	"2020/06"	50	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"2020 Week 07 ending February 15, 2020"	"2020/07"	36	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"2020 Week 08 ending February 22, 2020"	"2020/08"	40	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"2020 Week 09 ending February 29, 2020"	"2020/09"	41	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"2020 Week 10 ending March 07, 2020"	"2020/10"	49	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"2020 Week 11 ending March 14, 2020"	"2020/11"	37	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"2020 Week 12 ending March 21, 2020"	"2020/12"	33	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"2020 Week 13 ending March 28, 2020"	"2020/13"	32	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"2020 Week 14 ending April 04, 2020"	"2020/14"	34	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"2020 Week 15 ending April 11, 2020"	"2020/15"	38	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"2020 Week 16 ending April 18, 2020"	"2020/16"	34	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"2020 Week 17 ending April 25, 2020"	"2020/17"	29	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"2020 Week 18 ending May 02, 2020"	"2020/18"	37	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"2020 Week 19 ending May 09, 2020"	"2020/19"	45	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"2020 Week 20 ending May 16, 2020"	"2020/20"	30	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"2020 Week 21 ending May 23, 2020"	"2020/21"	25	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"2020 Week 22 ending May 30, 2020"	"2020/22"	33	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"2020 Week 23 ending June 06, 2020"	"2020/23"	43	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"2020 Week 24 ending June 13, 2020"	"2020/24"	29	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"2020 Week 25 ending June 20, 2020"	"2020/25"	35	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"2020 Week 26 ending June 27, 2020"	"2020/26"	45	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"2020 Week 27 ending July 04, 2020"	"2020/27"	29	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"2020 Week 28 ending July 11, 2020"	"2020/28"	46	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"2020 Week 29 ending July 18, 2020"	"2020/29"	32	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"2020 Week 30 ending July 25, 2020"	"2020/30"	26	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"2020 Week 31 ending August 01, 2020"	"2020/31"	34	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"2020 Week 32 ending August 08, 2020"	"2020/32"	35	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"2020 Week 33 ending August 15, 2020"	"2020/33"	40	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"2020 Week 34 ending August 22, 2020"	"2020/34"	55	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"2020 Week 35 ending August 29, 2020"	"2020/35"	26	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"2020 Week 36 ending September 05, 2020"	"2020/36"	36	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"2020 Week 37 ending September 12, 2020"	"2020/37"	36	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"2020 Week 38 ending September 19, 2020"	"2020/38"	30	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"2020 Week 39 ending September 26, 2020"	"2020/39"	42	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"2020 Week 40 ending October 03, 2020"	"2020/40"	47	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"2020 Week 41 ending October 10, 2020"	"2020/41"	29	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"2020 Week 42 ending October 17, 2020"	"2020/42"	39	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"2020 Week 43 ending October 24, 2020"	"2020/43"	47	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"2020 Week 44 ending October 31, 2020"	"2020/44"	46	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"2020 Week 45 ending November 07, 2020"	"2020/45"	37	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"2020 Week 46 ending November 14, 2020"	"2020/46"	43	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"2020 Week 47 ending November 21, 2020"	"2020/47"	47	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"2020 Week 48 ending November 28, 2020"	"2020/48"	39	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"2020 Week 49 ending December 05, 2020"	"2020/49"	39	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"2020 Week 50 ending December 12, 2020"	"2020/50"	37	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"2020 Week 51 ending December 19, 2020"	"2020/51"	48	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"2020 Week 52 ending December 26, 2020"	"2020/52"	45	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"2020 Week 53 ending January 02, 2021"	"2020/53"	45	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021 (provisional)"	"2021"	"2021 Week 01 ending January 09, 2021 (provisional)"	"2021/01"	34	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021 (provisional)"	"2021"	"2021 Week 02 ending January 16, 2021 (provisional)"	"2021/02"	37	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021 (provisional)"	"2021"	"2021 Week 03 ending January 23, 2021 (provisional)"	"2021/03"	40	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021 (provisional)"	"2021"	"2021 Week 04 ending January 30, 2021 (provisional)"	"2021/04"	34	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021 (provisional)"	"2021"	"2021 Week 05 ending February 06, 2021 (provisional)"	"2021/05"	47	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021 (provisional)"	"2021"	"2021 Week 06 ending February 13, 2021 (provisional)"	"2021/06"	33	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021 (provisional)"	"2021"	"2021 Week 07 ending February 20, 2021 (provisional)"	"2021/07"	42	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021 (provisional)"	"2021"	"2021 Week 08 ending February 27, 2021 (provisional)"	"2021/08"	36	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021 (provisional)"	"2021"	"2021 Week 09 ending March 06, 2021 (provisional)"	"2021/09"	37	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021 (provisional)"	"2021"	"2021 Week 10 ending March 13, 2021 (provisional)"	"2021/10"	37	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021 (provisional)"	"2021"	"2021 Week 11 ending March 20, 2021 (provisional)"	"2021/11"	38	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021 (provisional)"	"2021"	"2021 Week 12 ending March 27, 2021 (provisional)"	"2021/12"	34	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021 (provisional)"	"2021"	"2021 Week 13 ending April 03, 2021 (provisional)"	"2021/13"	37	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021 (provisional)"	"2021"	"2021 Week 14 ending April 10, 2021 (provisional)"	"2021/14"	44	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021 (provisional)"	"2021"	"2021 Week 15 ending April 17, 2021 (provisional)"	"2021/15"	37	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021 (provisional)"	"2021"	"2021 Week 16 ending April 24, 2021 (provisional)"	"2021/16"	33	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021 (provisional)"	"2021"	"2021 Week 17 ending May 01, 2021 (provisional)"	"2021/17"	32	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021 (provisional)"	"2021"	"2021 Week 18 ending May 08, 2021 (provisional)"	"2021/18"	45	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021 (provisional)"	"2021"	"2021 Week 19 ending May 15, 2021 (provisional)"	"2021/19"	43	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021 (provisional)"	"2021"	"2021 Week 20 ending May 22, 2021 (provisional)"	"2021/20"	32	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021 (provisional)"	"2021"	"2021 Week 21 ending May 29, 2021 (provisional)"	"2021/21"	46	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021 (provisional)"	"2021"	"2021 Week 22 ending June 05, 2021 (provisional)"	"2021/22"	44	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021 (provisional)"	"2021"	"2021 Week 23 ending June 12, 2021 (provisional)"	"2021/23"	37	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021 (provisional)"	"2021"	"2021 Week 24 ending June 19, 2021 (provisional)"	"2021/24"	44	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021 (provisional)"	"2021"	"2021 Week 25 ending June 26, 2021 (provisional)"	"2021/25"	37	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021 (provisional)"	"2021"	"2021 Week 26 ending July 03, 2021 (provisional)"	"2021/26"	32	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021 (provisional)"	"2021"	"2021 Week 27 ending July 10, 2021 (provisional)"	"2021/27"	39	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021 (provisional)"	"2021"	"2021 Week 28 ending July 17, 2021 (provisional)"	"2021/28"	35	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021 (provisional)"	"2021"	"2021 Week 29 ending July 24, 2021 (provisional)"	"2021/29"	45	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021 (provisional)"	"2021"	"2021 Week 30 ending July 31, 2021 (provisional)"	"2021/30"	41	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021 (provisional)"	"2021"	"2021 Week 31 ending August 07, 2021 (provisional)"	"2021/31"	49	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021 (provisional)"	"2021"	"2021 Week 32 ending August 14, 2021 (provisional)"	"2021/32"	31	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021 (provisional)"	"2021"	"2021 Week 33 ending August 21, 2021 (provisional)"	"2021/33"	55	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021 (provisional)"	"2021"	"2021 Week 34 ending August 28, 2021 (provisional)"	"2021/34"	40	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021 (provisional)"	"2021"	"2021 Week 35 ending September 04, 2021 (provisional)"	"2021/35"	60	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021 (provisional)"	"2021"	"2021 Week 36 ending September 11, 2021 (provisional)"	"2021/36"	46	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021 (provisional)"	"2021"	"2021 Week 37 ending September 18, 2021 (provisional)"	"2021/37"	43	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021 (provisional)"	"2021"	"2021 Week 38 ending September 25, 2021 (provisional)"	"2021/38"	46	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021 (provisional)"	"2021"	"2021 Week 39 ending October 02, 2021 (provisional)"	"2021/39"	43	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021 (provisional)"	"2021"	"2021 Week 40 ending October 09, 2021 (provisional)"	"2021/40"	37	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021 (provisional)"	"2021"	"2021 Week 41 ending October 16, 2021 (provisional)"	"2021/41"	43	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021 (provisional)"	"2021"	"2021 Week 42 ending October 23, 2021 (provisional)"	"2021/42"	46	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021 (provisional)"	"2021"	"2021 Week 43 ending October 30, 2021 (provisional)"	"2021/43"	34	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021 (provisional)"	"2021"	"2021 Week 44 ending November 06, 2021 (provisional)"	"2021/44"	39	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021 (provisional)"	"2021"	"2021 Week 45 ending November 13, 2021 (provisional)"	"2021/45"	50	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021 (provisional)"	"2021"	"2021 Week 46 ending November 20, 2021 (provisional)"	"2021/46"	47	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021 (provisional)"	"2021"	"2021 Week 47 ending November 27, 2021 (provisional)"	"2021/47"	39	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021 (provisional)"	"2021"	"2021 Week 48 ending December 04, 2021 (provisional)"	"2021/48"	52	Not Applicable	Not Applicable
	"Indiana"	"18"	"2018"	"2018"	"2018 Week 01 ending January 06, 2018"	"2018/01"	21	Not Applicable	Not Applicable
	"Indiana"	"18"	"2018"	"2018"	"2018 Week 02 ending January 13, 2018"	"2018/02"	26	Not Applicable	Not Applicable
	"Indiana"	"18"	"2018"	"2018"	"2018 Week 03 ending January 20, 2018"	"2018/03"	22	Not Applicable	Not Applicable
	"Indiana"	"18"	"2018"	"2018"	"2018 Week 04 ending January 27, 2018"	"2018/04"	30	Not Applicable	Not Applicable
	"Indiana"	"18"	"2018"	"2018"	"2018 Week 05 ending February 03, 2018"	"2018/05"	23	Not Applicable	Not Applicable
	"Indiana"	"18"	"2018"	"2018"	"2018 Week 06 ending February 10, 2018"	"2018/06"	23	Not Applicable	Not Applicable
	"Indiana"	"18"	"2018"	"2018"	"2018 Week 07 ending February 17, 2018"	"2018/07"	19	Not Applicable	Not Applicable
	"Indiana"	"18"	"2018"	"2018"	"2018 Week 08 ending February 24, 2018"	"2018/08"	15	Not Applicable	Not Applicable
	"Indiana"	"18"	"2018"	"2018"	"2018 Week 09 ending March 03, 2018"	"2018/09"	28	Not Applicable	Not Applicable
	"Indiana"	"18"	"2018"	"2018"	"2018 Week 10 ending March 10, 2018"	"2018/10"	16	Not Applicable	Not Applicable
	"Indiana"	"18"	"2018"	"2018"	"2018 Week 11 ending March 17, 2018"	"2018/11"	21	Not Applicable	Not Applicable
	"Indiana"	"18"	"2018"	"2018"	"2018 Week 12 ending March 24, 2018"	"2018/12"	33	Not Applicable	Not Applicable
	"Indiana"	"18"	"2018"	"2018"	"2018 Week 13 ending March 31, 2018"	"2018/13"	12	Not Applicable	Not Applicable
	"Indiana"	"18"	"2018"	"2018"	"2018 Week 14 ending April 07, 2018"	"2018/14"	21	Not Applicable	Not Applicable
	"Indiana"	"18"	"2018"	"2018"	"2018 Week 15 ending April 14, 2018"	"2018/15"	26	Not Applicable	Not Applicable
	"Indiana"	"18"	"2018"	"2018"	"2018 Week 16 ending April 21, 2018"	"2018/16"	22	Not Applicable	Not Applicable
	"Indiana"	"18"	"2018"	"2018"	"2018 Week 17 ending April 28, 2018"	"2018/17"	23	Not Applicable	Not Applicable
	"Indiana"	"18"	"2018"	"2018"	"2018 Week 18 ending May 05, 2018"	"2018/18"	16	Not Applicable	Not Applicable
	"Indiana"	"18"	"2018"	"2018"	"2018 Week 19 ending May 12, 2018"	"2018/19"	29	Not Applicable	Not Applicable
	"Indiana"	"18"	"2018"	"2018"	"2018 Week 20 ending May 19, 2018"	"2018/20"	18	Not Applicable	Not Applicable
	"Indiana"	"18"	"2018"	"2018"	"2018 Week 21 ending May 26, 2018"	"2018/21"	11	Not Applicable	Not Applicable
	"Indiana"	"18"	"2018"	"2018"	"2018 Week 22 ending June 02, 2018"	"2018/22"	18	Not Applicable	Not Applicable
	"Indiana"	"18"	"2018"	"2018"	"2018 Week 23 ending June 09, 2018"	"2018/23"	23	Not Applicable	Not Applicable
	"Indiana"	"18"	"2018"	"2018"	"2018 Week 24 ending June 16, 2018"	"2018/24"	26	Not Applicable	Not Applicable
	"Indiana"	"18"	"2018"	"2018"	"2018 Week 25 ending June 23, 2018"	"2018/25"	18	Not Applicable	Not Applicable
	"Indiana"	"18"	"2018"	"2018"	"2018 Week 26 ending June 30, 2018"	"2018/26"	22	Not Applicable	Not Applicable
	"Indiana"	"18"	"2018"	"2018"	"2018 Week 27 ending July 07, 2018"	"2018/27"	21	Not Applicable	Not Applicable
	"Indiana"	"18"	"2018"	"2018"	"2018 Week 28 ending July 14, 2018"	"2018/28"	11	Not Applicable	Not Applicable
	"Indiana"	"18"	"2018"	"2018"	"2018 Week 29 ending July 21, 2018"	"2018/29"	28	Not Applicable	Not Applicable
	"Indiana"	"18"	"2018"	"2018"	"2018 Week 30 ending July 28, 2018"	"2018/30"	14	Not Applicable	Not Applicable
	"Indiana"	"18"	"2018"	"2018"	"2018 Week 31 ending August 04, 2018"	"2018/31"	15	Not Applicable	Not Applicable
	"Indiana"	"18"	"2018"	"2018"	"2018 Week 32 ending August 11, 2018"	"2018/32"	18	Not Applicable	Not Applicable
	"Indiana"	"18"	"2018"	"2018"	"2018 Week 33 ending August 18, 2018"	"2018/33"	18	Not Applicable	Not Applicable
	"Indiana"	"18"	"2018"	"2018"	"2018 Week 34 ending August 25, 2018"	"2018/34"	14	Not Applicable	Not Applicable
	"Indiana"	"18"	"2018"	"2018"	"2018 Week 35 ending September 01, 2018"	"2018/35"	20	Not Applicable	Not Applicable
	"Indiana"	"18"	"2018"	"2018"	"2018 Week 36 ending September 08, 2018"	"2018/36"	30	Not Applicable	Not Applicable
	"Indiana"	"18"	"2018"	"2018"	"2018 Week 37 ending September 15, 2018"	"2018/37"	20	Not Applicable	Not Applicable
	"Indiana"	"18"	"2018"	"2018"	"2018 Week 38 ending September 22, 2018"	"2018/38"	23	Not Applicable	Not Applicable
	"Indiana"	"18"	"2018"	"2018"	"2018 Week 39 ending September 29, 2018"	"2018/39"	29	Not Applicable	Not Applicable
	"Indiana"	"18"	"2018"	"2018"	"2018 Week 40 ending October 06, 2018"	"2018/40"	24	Not Applicable	Not Applicable
	"Indiana"	"18"	"2018"	"2018"	"2018 Week 41 ending October 13, 2018"	"2018/41"	19	Not Applicable	Not Applicable
	"Indiana"	"18"	"2018"	"2018"	"2018 Week 42 ending October 20, 2018"	"2018/42"	21	Not Applicable	Not Applicable
	"Indiana"	"18"	"2018"	"2018"	"2018 Week 43 ending October 27, 2018"	"2018/43"	18	Not Applicable	Not Applicable
	"Indiana"	"18"	"2018"	"2018"	"2018 Week 44 ending November 03, 2018"	"2018/44"	23	Not Applicable	Not Applicable
	"Indiana"	"18"	"2018"	"2018"	"2018 Week 45 ending November 10, 2018"	"2018/45"	19	Not Applicable	Not Applicable
	"Indiana"	"18"	"2018"	"2018"	"2018 Week 46 ending November 17, 2018"	"2018/46"	29	Not Applicable	Not Applicable
	"Indiana"	"18"	"2018"	"2018"	"2018 Week 47 ending November 24, 2018"	"2018/47"	21	Not Applicable	Not Applicable
	"Indiana"	"18"	"2018"	"2018"	"2018 Week 48 ending December 01, 2018"	"2018/48"	21	Not Applicable	Not Applicable
	"Indiana"	"18"	"2018"	"2018"	"2018 Week 49 ending December 08, 2018"	"2018/49"	27	Not Applicable	Not Applicable
	"Indiana"	"18"	"2018"	"2018"	"2018 Week 50 ending December 15, 2018"	"2018/50"	19	Not Applicable	Not Applicable
	"Indiana"	"18"	"2018"	"2018"	"2018 Week 51 ending December 22, 2018"	"2018/51"	19	Not Applicable	Not Applicable
	"Indiana"	"18"	"2018"	"2018"	"2018 Week 52 ending December 29, 2018"	"2018/52"	26	Not Applicable	Not Applicable
	"Indiana"	"18"	"2019"	"2019"	"2019 Week 01 ending January 05, 2019"	"2019/01"	23	Not Applicable	Not Applicable
	"Indiana"	"18"	"2019"	"2019"	"2019 Week 02 ending January 12, 2019"	"2019/02"	27	Not Applicable	Not Applicable
	"Indiana"	"18"	"2019"	"2019"	"2019 Week 03 ending January 19, 2019"	"2019/03"	17	Not Applicable	Not Applicable
	"Indiana"	"18"	"2019"	"2019"	"2019 Week 04 ending January 26, 2019"	"2019/04"	25	Not Applicable	Not Applicable
	"Indiana"	"18"	"2019"	"2019"	"2019 Week 05 ending February 02, 2019"	"2019/05"	22	Not Applicable	Not Applicable
	"Indiana"	"18"	"2019"	"2019"	"2019 Week 06 ending February 09, 2019"	"2019/06"	19	Not Applicable	Not Applicable
	"Indiana"	"18"	"2019"	"2019"	"2019 Week 07 ending February 16, 2019"	"2019/07"	20	Not Applicable	Not Applicable
	"Indiana"	"18"	"2019"	"2019"	"2019 Week 08 ending February 23, 2019"	"2019/08"	23	Not Applicable	Not Applicable
	"Indiana"	"18"	"2019"	"2019"	"2019 Week 09 ending March 02, 2019"	"2019/09"	24	Not Applicable	Not Applicable
	"Indiana"	"18"	"2019"	"2019"	"2019 Week 10 ending March 09, 2019"	"2019/10"	19	Not Applicable	Not Applicable
	"Indiana"	"18"	"2019"	"2019"	"2019 Week 11 ending March 16, 2019"	"2019/11"	19	Not Applicable	Not Applicable
	"Indiana"	"18"	"2019"	"2019"	"2019 Week 12 ending March 23, 2019"	"2019/12"	23	Not Applicable	Not Applicable
	"Indiana"	"18"	"2019"	"2019"	"2019 Week 13 ending March 30, 2019"	"2019/13"	24	Not Applicable	Not Applicable
	"Indiana"	"18"	"2019"	"2019"	"2019 Week 14 ending April 06, 2019"	"2019/14"	26	Not Applicable	Not Applicable
	"Indiana"	"18"	"2019"	"2019"	"2019 Week 15 ending April 13, 2019"	"2019/15"	20	Not Applicable	Not Applicable
	"Indiana"	"18"	"2019"	"2019"	"2019 Week 16 ending April 20, 2019"	"2019/16"	21	Not Applicable	Not Applicable
	"Indiana"	"18"	"2019"	"2019"	"2019 Week 17 ending April 27, 2019"	"2019/17"	27	Not Applicable	Not Applicable
	"Indiana"	"18"	"2019"	"2019"	"2019 Week 18 ending May 04, 2019"	"2019/18"	28	Not Applicable	Not Applicable
